latitude,longitude,faculty_count,department_count,has_grad,has_remote,review_rating,review_count,difficulty_SD,found_year,difficulty_rank_encoded,type_National,type_Private,type_Public,state_Aichi Ken,state_Akita Ken,state_Aomori Ken,state_Chiba Ken,state_Ehime Ken,state_Fukui Ken,state_Fukuoka Ken,state_Fukushima Ken,state_Gifu Ken,state_Gunma Ken,state_Hiroshima Ken,state_Hokkai Do,state_Hyogo Ken,state_Ibaraki Ken,state_Ishikawa Ken,state_Iwate Ken,state_Kagawa Ken,state_Kagoshima Ken,state_Kanagawa Ken,state_Kochi Ken,state_Kumamoto Ken,state_Kyoto Fu,state_Mie Ken,state_Miyagi Ken,state_Miyazaki Ken,state_Nagano Ken,state_Nagasaki Ken,state_Nara Ken,state_Niigata Ken,state_Oita Ken,state_Okayama Ken,state_Okinawa Ken,state_Osaka Fu,state_Saga Ken,state_Saitama Ken,state_Shiga Ken,state_Shimane Ken,state_Shizuoka Ken,state_Tochigi Ken,state_Tokushima Ken,state_Tokyo To,state_Tottori Ken,state_Toyama Ken,state_Wakayama Ken,state_Yamagata Ken,state_Yamaguchi Ken,state_Yamanashi Ken
-0.21999497392627237,-0.05887890813789354,-0.63472692373615,-0.09660981480900797,1,0,0.7170910558441962,0.14156936491561609,1.9248341874852097,-1.8259911679241532,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.41706063955466516,0.08814572134057928,-0.63472692373615,-0.15588813891445966,1,0,0.20687474043389217,-0.42669608428976263,1.343389712564853,0.15598867762090124,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3978645551375563,-0.18126461829168009,0.7986980457013221,1.3260699637218323,1,0,0.4619828981390442,0.9336969607776591,1.2081700672345375,-1.3793478224492113,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.16744750470423425,-0.2652938270979919,0.16162028150689,0.19978180571825038,1,0,0.06109865031666202,0.2621105208076661,1.1676041736354432,-1.3514326133570274,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.2989297576569905,-0.35671382883729247,-0.63472692373615,-0.5115580835471697,1,0,0.24331876296319893,-0.43161613146903,2.3304931234761566,0.10015825943653352,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.2762033936780834,-0.40692993925908694,3.506278543527658,4.8234910859434805,1,0,1.4095274839010403,2.9459962570980047,3.0471572437268293,-2.3563801406756464,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.30881012703971783,-0.40946619563033076,-0.31618804163893405,-0.3930014353362663,1,0,0.6442030107855827,-0.14379337148189011,1.1540822091024114,-0.7652132224211663,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.266336004855086,-0.40651194862198203,-0.63472692373615,0.6740083985618638,1,0,0.8264231234321197,-0.05277249866544417,1.803136506687926,-1.9934824224772563,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3659708871905351,-0.486327763096522,3.187739661430442,3.697202927939899,1,0,1.11797530366658,3.9447658344892766,2.465712768806472,-1.4910086588179468,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48166877950909553,-0.4480826853274698,0.002350840458282005,0.2590601298237021,1,0,0.6442030107855827,0.8106957812959754,1.235213996300601,-0.7652132224211663,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3258142276034048,-0.6400043193198863,-0.475457482687542,-0.33372311123081466,1,0,0.06109865031666202,-0.3750355889074555,1.4109995352300109,0.21181909580526898,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4062941306275609,-0.573102375810633,3.506278543527658,3.341532983307189,1,0,0.6442030107855827,2.724594134030974,2.3981029461413144,-1.9097367952007047,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.42833901522053625,-0.38702926194161197,-0.63472692373615,-0.5708364076526213,1,0,0.35265083055112234,-0.220054102760534,1.1676041736354432,-0.7652132224211663,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.42243502396906485,-0.39225064389134723,-0.156918600590326,0.7332867226673154,1,0,0.8993111684907331,0.2719506151662008,1.6408729322915478,-1.7422455406476016,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6051623633174128,-0.598726145616768,0.320889722555498,-0.15588813891445966,1,0,0.17043071790458383,0.3678915351619141,0.9782966701730005,-1.3514326133570274,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.06486690068025439,-0.8967422057401137,0.48015916360410604,0.43689510214005706,1,0,0.06109865031666202,0.3851117002893498,1.0188625637720958,-1.4072630315413952,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.0771551638932795,-1.2331007631546214,0.95796748674993,1.0889566673000255,1,0,0.09754267284596875,0.2522704264491314,0.6808134504463067,-1.4072630315413952,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.42351933339201875,-0.974570053091344,2.3913924561874023,3.222976335096286,1,0,0.7535350783735029,2.0849880007262187,1.397477570696979,-1.9655672133850723,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5471483477068734,-1.3410348960736331,1.75431469199297,1.5631832601436388,1,0,0.8264231234321197,2.2129092273871698,1.5056532869612322,-1.9097367952007047,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
